abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
0.001931789,0.030914699,2519,1570,435591,0.7,Nov-00
0.00101639,0.016793792,1789,1318,442563,0.7,Nov-00
0.000179835,0.016791568,858,804,445970,0.7,Nov-00
0.006304058,0.059825007,1090,1001,445972,0.7,Nov-00
0.000220133,0.002566355,1381,1161,445973,0.7,Nov-00
0.001327733,0.012357656,1807,1134,445975,0.7,Nov-00
0.000774413,0.008702369,2334,1449,449673,0.7,Nov-00
0.000157012,0.002254947,1660,1266,451640,0.7,Nov-00
0.031158592,0.290002954,2030,1436,457412,0.7,Nov-00
0.000290615,0.004405915,1867,1399,457421,0.7,Nov-00
0.00028269,0.005537726,2500,1533,457424,0.7,Nov-00
0.019631374,0.18355661,2813,1621,469591,0.7,Nov-00
0.001079544,0.009971951,1966,1392,469596,0.7,Nov-00
0.000139913,0.002110277,2083,1434,469609,0.7,Nov-00
0.000203892,0.004745427,2250,1391,470145,0.7,Nov-00
0.020686894,0.187730542,1599,1280,470146,0.7,Nov-00
0.000914352,0.009367904,2046,1331,471875,0.7,Nov-00
0.001049871,0.010288944,1637,1290,476272,0.7,Nov-00
0.001115677,0.010124604,1996,1375,478749,0.7,Nov-00
0.00455666,0.071034636,1046,961,479437,0.7,Nov-00
0.002472047,0.023459524,950,896,483218,0.7,Nov-00
0.000288349,0.004499438,2236,1386,484018,0.7,Nov-00
0.001916432,0.017391343,2135,1307,500632,0.7,Nov-00
0.001119718,0.010161277,1282,1097,511680,0.7,Nov-00
0.066320736,0.575749412,1952,1434,515619,0.7,Nov-00
0.000904905,0.007533246,1211,1077,515620,0.7,Nov-00
0.00053365,0.005601802,1604,1184,518635,0.7,Nov-00
0.000933914,0.009917042,1960,1462,518636,0.7,Nov-00
0.000448392,0.00511487,1585,1192,518637,0.7,Nov-00
0.001080462,0.010060928,1313,1006,521003,0.7,Nov-00
0.001466053,0.013382952,1844,1401,525259,0.7,Nov-00
0.00017862,0.002880956,1663,1233,525362,0.7,Nov-00
0.006548071,0.06094499,2095,1422,536231,0.7,Nov-00
0.000701145,0.006362791,2055,1297,537007,0.7,Nov-00
0.001390413,0.01319467,1401,1138,537013,0.7,Nov-00
0.000232297,0.002782067,2036,1378,543734,0.7,Nov-00
0.001008753,0.009533302,1744,1218,545696,0.7,Nov-00
0.000408462,0.004604319,2249,1382,547042,0.7,Nov-00
0.00059127,0.005499029,1583,1185,547043,0.7,Nov-00
0.018948564,0.235767118,2648,1499,548480,0.7,Nov-00
0.004726776,0.043993609,1395,1188,552396,0.7,Nov-00
0.004901412,0.045619009,1643,1276,552398,0.7,Nov-00
0.0013611,0.013025273,2374,1482,563193,0.7,Nov-00
0.000238727,0.002896706,1343,1132,565653,0.7,Nov-00
0.000731125,0.006242114,1426,1211,566550,0.7,Nov-00
0.000748279,0.006811726,1541,1142,566552,0.7,Nov-00
0.000506526,0.007787438,2016,1451,568703,0.7,Nov-00
0.000132615,0.005903099,1001,919,568816,0.7,Nov-00
0.004713741,0.037970396,1180,1040,585394,0.7,Nov-00
0.000134296,0.006317976,964,902,592028,0.7,Nov-00
0.004937088,0.045951057,2063,1416,622312,0.7,Nov-00
0.000533976,0.005670887,1019,945,626939,0.7,Nov-00
0.000274519,0.003421315,1320,1155,641112,0.7,Nov-00
0.004199969,0.03383202,1704,1331,649757,0.7,Nov-00
0.00113334,0.010771147,958,908,657308,0.7,Nov-00
0.01424958,0.132625387,2519,1477,657313,0.7,Nov-00
0.002563466,0.023867981,1635,1300,657314,0.7,Nov-00
0.00289207,0.026917415,1872,1242,657319,0.7,Nov-00
0.048080551,0.447501024,1078,935,657321,0.7,Nov-00
0.005647705,0.070303567,1180,1044,665943,0.7,Nov-00
0.01270439,0.118243811,2576,1521,665951,0.7,Nov-00
0.000905655,0.008988363,2196,1472,665953,0.7,Nov-00
0.066396625,1.035078833,1147,1007,679935,0.7,Nov-00
0.000106196,0.002497496,1179,1067,697329,0.7,Nov-00
0.002349559,0.036827365,2225,1361,717959,0.7,Nov-00
0.005398574,0.04348647,994,892,717960,0.7,Nov-00
0.003561043,0.028685988,1783,1393,717962,0.7,Nov-00
0.000150972,0.00549452,2185,1494,742725,0.7,Nov-00
0.000745548,0.014594463,2235,1371,742726,0.7,Nov-00
0.000447189,0.006032649,2035,1524,742733,0.7,Nov-00
0.003438145,0.030885557,2015,1556,742740,0.7,Nov-00
0.000571168,0.005198542,1253,1098,742742,0.7,Nov-00
0.001105473,0.017888188,1120,1021,742743,0.7,Nov-00
0.090480819,0.842133853,1432,1190,748224,0.7,Nov-00
0.00035387,0.008082739,1930,1356,762982,0.7,Nov-00
0.000117722,0.006044651,2421,1526,763034,0.7,Nov-00
0.000335257,0.009382748,1150,1028,883156,0.7,Nov-00
0.000512795,0.004838732,1183,1017,888048,0.7,Nov-00
0.000193956,0.002970782,1339,1164,903814,0.7,Nov-00
0.000164229,0.00343547,860,859,904,0.7,Nov-00
0.000186332,0.002895903,1160,1001,904306,0.7,Nov-00
0.000161529,0.00684281,1268,1128,997884,0.7,Nov-00
0.000844916,0.007941151,1362,1147,999410,0.7,Nov-00
0.000721064,0.006961185,1286,1103,999413,0.7,Nov-00
0.00015998,0.010890832,878,817,1002367,0.7,22-0
0.000118391,0.005016199,1128,1001,1121100,0.7,22-0
0.000352597,0.009377775,1251,1091,1121101,0.7,22-0
0.000115186,0.002024968,1235,1092,1121114,0.7,22-0
0.002770978,0.000666394,1249,1132,1121115,0.7,22-0
0.000109857,0.005362762,1221,1094,1121130,0.7,22-0
0.00024423,0.001192228,1215,1065,1121333,0.7,22-0
0.000136158,0.006045757,1042,964,1122975,0.7,22-0
0.000122138,0.002444356,1123,979,1123263,0.7,22-0
0.000441716,0.001764708,1081,1001,1123313,0.7,22-0
0.00042797,0.011137137,1137,1029,1150460,0.7,22-0
0.000190223,0.001184284,1032,926,1160721,0.7,22-0
0.000109392,0.004320407,2074,1383,1203540,0.7,22-0
0.000357491,0.001381998,1915,1442,1203606,0.7,22-0
0.000444835,0.012115789,1101,996,1203611,0.7,22-0
0.000168348,0.002138441,1263,1120,1233170,0.7,22-0
0.005726204,4.74E-10,1129,1030,1256908,0.7,22-0
0.000159942,0.002720372,1274,1138,1292036,0.7,22-0
0.000111471,0.008767236,942,904,1384484,0.7,22-0
0.000273254,0.00115472,1147,1069,1408437,0.7,22-0
0.000442062,0.014728321,1117,1009,1410647,0.7,22-0
0.004307693,0.099291006,1064,980,1437612,0.7,22-0
0.000161296,0.001856562,1404,1140,213810,0.7,22-0
0.000377416,0.011011547,2524,1549,226186,0.7,22-0
0.000467097,0.000742522,1190,1005,347253,0.7,22-0
0.001378735,3.77E-11,2274,1386,349741,0.7,22-0
0.003667358,0.084531909,1129,991,367928,0.7,22-0
0.003055951,0.055172906,2331,1424,398513,0.7,22-0
0.001662207,0.000270252,1225,1088,411459,0.7,22-0
0.002808195,0.000217513,2072,1483,411461,0.7,22-0
0.011880982,0.036431387,1536,1227,411462,0.7,22-0
0.002467466,0.005741447,1389,1167,411463,0.7,22-0
0.000878333,0.003957889,1638,1310,411467,0.7,22-0
0.000188181,0.002778797,2049,1394,411468,0.7,22-0
0.002872487,0.004885947,1894,1451,411469,0.7,22-0
0.000343485,0.002859346,2225,1454,411470,0.7,22-0
0.003108539,0.009573969,1731,1301,411471,0.7,22-0
0.000814966,0.000636649,1142,1037,411473,0.7,22-0
0.013128799,0.040257644,1688,1287,411474,0.7,22-0
0.000791114,0.001353112,1207,1105,411475,0.7,22-0
0.002425694,0.009028582,2474,1514,411477,0.7,22-0
0.000209165,0.002762189,2418,1500,411479,0.7,22-0
0.324180412,0.02784911,1972,1467,411483,0.7,22-0
0.014059038,0.026690649,2126,1547,411486,0.7,22-0
0.000178633,0.003317537,1617,1328,411490,0.7,22-0
0.000326196,0.002698731,2381,1461,411901,0.7,22-0
0.000279953,0.001488445,1932,1450,411902,0.7,22-0
0.011653431,0.027115656,920,850,411903,0.7,22-0
0.000775134,2.32E-12,1931,1313,428125,0.7,22-0
0.000575322,0.002822568,1553,1136,428127,0.7,22-0
0.002381748,0.054898839,2474,1519,435590,0.7,22-0
0.007642577,0.17619329,858,804,445970,0.7,22-0
0.00094141,0.004231734,1090,1001,445972,0.7,22-0
0.000220772,0.001779003,1381,1161,445973,0.7,22-0
0.000139652,0.002620672,2334,1449,449673,0.7,22-0
0.000200329,0.002717216,1867,1399,457421,0.7,22-0
0.000150394,0.005158435,2500,1533,457424,0.7,22-0
0.008124956,0.026021541,2813,1621,469593,0.7,22-0
0.0004767,0.003350536,1966,1392,469596,0.7,22-0
0.006696927,0.01558267,1599,1280,470146,0.7,22-0
0.000832043,0.003470636,2046,1331,471875,0.7,22-0
0.000191056,0.002859074,1637,1290,476272,0.7,22-0
0.000327873,0.001325034,1996,1375,478749,0.7,22-0
0.000117503,0.002498202,2272,1407,483215,0.7,22-0
0.000184236,0.002747981,2345,1467,483217,0.7,22-0
0.001417854,0.005563995,950,896,483218,0.7,22-0
0.001110114,0.002854909,2135,1307,500632,0.7,22-0
0.000130913,0.003435323,1180,1044,502558,0.7,22-0
0.001262814,0.003115734,1282,1097,511680,0.7,22-0
0.000777479,0.000532962,1211,1077,515620,0.7,22-0
0.000111489,0.001895416,1604,1184,518635,0.7,22-0
0.000641953,0.00386402,1960,1462,518636,0.7,22-0
0.00130593,0.004761528,1585,1192,518637,0.7,22-0
0.000146419,0.001882751,1663,1233,525362,0.7,22-0
0.008767749,0.026885088,2095,1422,536231,0.7,22-0
0.000390572,0.00232425,2055,1297,537007,0.7,22-0
0.035378046,0.108481881,1634,1216,537011,0.7,22-0
0.000634674,0.004257101,1401,1138,537013,0.7,22-0
0.000469394,0.002401952,1744,1218,545696,0.7,22-0
0.00011066,0.001573975,2249,1382,547042,0.7,22-0
0.000641095,0.002201056,1583,1185,547043,0.7,22-0
0.00602108,0.078516069,2648,1499,548480,0.7,22-0
0.001381007,0.006048215,1395,1188,552396,0.7,22-0
0.002015135,0.007013076,1643,1276,552398,0.7,22-0
0.000219736,0.002757138,2374,1482,563193,0.7,22-0
0.000691281,0.002081016,1426,1211,566550,0.7,22-0
0.002085086,0.004888348,1541,1142,566552,0.7,22-0
0.014060049,2.24E-11,1180,1040,585394,0.7,22-0
0.064115705,0.599432371,964,902,592028,0.7,22-0
0.006538265,0.020048686,2063,1416,622312,0.7,22-0
0.000261937,0.001944725,1019,945,626939,0.7,22-0
0.000103426,0.002184531,1320,1155,641112,0.7,22-0
0.001341172,0.006176477,1844,1401,645463,0.7,22-0
0.002010262,0.001074362,1704,1331,649757,0.7,22-0
0.000183055,0.002263183,958,908,657308,0.7,22-0
0.000830833,0.004537047,2322,1422,657309,0.7,22-0
0.005226734,0.016027055,2519,1477,657313,0.7,22-0
0.001508005,0.007185376,1635,1300,657314,0.7,22-0
0.049244023,0.052944837,1952,1434,657317,0.7,22-0
0.00095297,0.004891682,1872,1242,657319,0.7,22-0
0.011132728,0.034136969,1078,935,657321,0.7,22-0
0.006124644,0.018780379,2030,1436,657323,0.7,22-0
0.002540738,0.008646388,2576,1521,658089,0.7,22-0
0.000186213,0.002683199,2196,1472,665953,0.7,22-0
0.000104905,0.003136975,1030,937,679189,0.7,22-0
0.00027891,0.008226861,1147,1007,679935,0.7,22-0
0.000990499,0.004920508,2673,1550,702443,0.7,22-0
0.000704433,0.017567225,1136,1034,709991,0.7,22-0
0.001689641,0.038960304,2225,1361,717959,0.7,22-0
0.001497828,0.000823235,994,892,717960,0.7,22-0
0.001751005,0.001121002,1783,1393,717962,0.7,22-0
0.000311244,0.008446805,2185,1494,742725,0.7,22-0
0.000643187,0.016301606,2235,1371,742726,0.7,22-0
0.000297111,0.002776057,2035,1524,742733,0.7,22-0
0.001348553,0.005985245,2015,1556,742740,0.7,22-0
0.304724796,0.934396407,1432,1190,748224,0.7,22-0
0.00052618,0.013226656,1946,1378,762968,0.7,22-0
0.000240302,0.007546269,1930,1356,762982,0.7,22-0
0.000336643,0.009471015,2412,1512,762984,0.7,22-0
0.000143453,0.006474184,1284,1097,862965,0.7,22-0
0.00020261,0.001454477,1183,1017,888048,0.7,22-0
0.000130306,0.001270101,1160,1001,904306,0.7,22-0
0.000190331,0.007511832,1268,1128,997884,0.7,22-0
0.000613247,0.002527558,1362,1147,999410,0.7,22-0
0.000367765,0.00209017,1286,1103,999413,0.7,22-0
0.000201928,0.001179436,1151,1012,999415,0.7,22-0
0.000130894,0.013086207,878,817,1002367,0.7,16-0
0.000152339,0.005731855,1128,1001,1121100,0.7,16-0
0.00012875,0.010172178,1131,1023,1121111,0.7,16-0
0.000350459,0.004232962,1235,1092,1121114,0.7,16-0
0.032842768,0.249062639,1249,1132,1121115,0.7,16-0
0.00071065,0.005722351,1215,1065,1121333,0.7,16-0
0.000205181,0.002956539,1167,1042,1121334,0.7,16-0
0.000547221,0.004688548,1132,1044,1121344,0.7,16-0
0.000154585,0.002676101,1175,1033,1122950,0.7,16-0
0.000245288,0.003426998,1275,1155,1123075,0.7,16-0
0.000152892,0.002572994,1123,979,1123263,0.7,16-0
0.000229953,0.003378493,1081,1001,1123313,0.7,16-0
0.000264217,0.006975884,1137,1029,1150460,0.7,16-0
0.044646704,0.33856716,1032,926,1160721,0.7,16-0
0.000118523,0.002541907,2074,1383,1203540,0.7,16-0
0.000641111,0.005718376,1915,1442,1203606,0.7,16-0
0.001849352,0.028298341,1101,996,1203611,0.7,16-0
0.000162574,0.003669779,1177,1064,1211844,0.7,16-0
0.00011125,0.005207443,1194,1049,1254439,0.7,16-0
0.012699232,0.096303172,1129,1030,1256908,0.7,16-0
0.00262676,0.03900506,942,904,1384484,0.7,16-0
0.000702387,0.005959057,1147,1069,1408437,0.7,16-0
0.000291142,0.007331155,1163,1041,1410645,0.7,16-0
0.002278446,0.037481918,1117,1009,1410647,0.7,16-0
0.022471617,0.331974679,1064,980,1437612,0.7,16-0
0.000198099,0.003241456,1960,1345,1547,0.7,16-0
0.000154541,0.004268984,1589,1316,207244,0.7,16-0
0.000378573,0.004312759,1404,1140,213810,0.7,16-0
0.005388753,0.047303336,954,851,264199,0.7,16-0
0.001340811,0.011316587,1483,1133,272621,0.7,16-0
0.000688863,0.005792175,1190,1005,347253,0.7,16-0
0.167874438,0.182404344,2274,1386,349741,0.7,16-0
0.000105561,0.005778666,1164,1072,352165,0.7,16-0
0.018117623,0.267653452,1129,991,367928,0.7,16-0
0.002898486,0.02198038,1225,1088,411459,0.7,16-0
0.006635153,0.050316935,2072,1483,411461,0.7,16-0
0.018655326,0.1637594,1536,1227,411462,0.7,16-0
0.003136434,0.026836307,1389,1167,411463,0.7,16-0
0.004554402,0.03997927,1638,1310,411467,0.7,16-0
0.003124087,0.026730652,2049,1394,411468,0.7,16-0
0.016155805,0.13357465,1894,1451,411469,0.7,16-0
0.001336503,0.012473049,2225,1454,411470,0.7,16-0
0.004038513,0.035450717,1731,1301,411471,0.7,16-0
0.003686852,0.031223376,2015,1556,411472,0.7,16-0
0.000891403,0.007095581,1142,1037,411473,0.7,16-0
0.001203901,0.011345802,1688,1287,411474,0.7,16-0
0.003709364,0.028130547,1207,1105,411475,0.7,16-0
0.000571982,0.006453951,2418,1500,411479,0.7,16-0
0.019554637,0.164727632,2126,1547,411484,0.7,16-0
0.000362001,0.00580716,1617,1328,411490,0.7,16-0
0.001153046,0.009865851,1932,1450,411902,0.7,16-0
0.000177918,0.002115526,920,850,411903,0.7,16-0
0.001313771,4.06E-09,1931,1313,428125,0.7,16-0
0.000318074,0.005510845,1980,1313,428126,0.7,16-0
0.003997346,0.035089344,1553,1136,428127,0.7,16-0
0.001612796,0.025371281,2519,1570,435591,0.7,16-0
0.000172269,0.016299162,858,804,445970,0.7,16-0
0.005302298,0.047468421,1090,1001,445972,0.7,16-0
0.000445743,0.00424406,1381,1161,445973,0.7,16-0
0.000790304,0.007262426,1807,1134,445975,0.7,16-0
0.000781116,0.0082808,2334,1449,449673,0.7,16-0
0.000288249,0.002990528,1660,1266,451640,0.7,16-0
0.05080379,0.445963667,2030,1436,457412,0.7,16-0
0.000376017,0.005902757,1867,1399,457421,0.7,16-0
0.000415219,0.007305201,2500,1533,457424,0.7,16-0
0.016907897,0.149111571,2813,1621,469591,0.7,16-0
0.001485952,0.012944513,1966,1392,469596,0.7,16-0
0.000215345,0.00468724,2250,1391,470145,0.7,16-0
0.019546941,0.167249577,1599,1280,470146,0.7,16-0
0.001317005,0.012027938,2046,1331,471875,0.7,16-0
0.001000102,0.009872874,1637,1290,476272,0.7,16-0
0.001076794,0.009213439,1996,1375,478749,0.7,16-0
0.003257633,0.048125899,1046,961,479437,0.7,16-0
0.003147406,0.028176925,950,896,483218,0.7,16-0
0.000277689,0.005143921,2236,1386,484018,0.7,16-0
0.000256711,0.004170366,2331,1424,484020,0.7,16-0
0.002735811,0.023408463,2135,1307,500632,0.7,16-0
0.001577742,0.013499703,1282,1097,511680,0.7,16-0
0.072247989,0.591039431,1952,1434,515619,0.7,16-0
0.001519164,0.011787459,1211,1077,515620,0.7,16-0
0.000451865,0.004810688,1604,1184,518635,0.7,16-0
0.000913831,0.009156169,1960,1462,518636,0.7,16-0
0.00066525,0.006849355,1585,1192,518637,0.7,16-0
0.000628208,0.00621732,1313,1006,521003,0.7,16-0
0.001657036,0.014548349,1844,1401,525259,0.7,16-0
0.000310539,0.003627641,1663,1233,525362,0.7,16-0
0.009464198,0.083078227,2095,1422,536231,0.7,16-0
0.000820863,0.007030114,2055,1297,537007,0.7,16-0
0.001429635,0.013605964,1401,1138,537013,0.7,16-0
0.000272129,0.002989991,2036,1378,543734,0.7,16-0
0.000969143,0.008705545,1744,1218,545696,0.7,16-0
0.00041999,0.004916261,2249,1382,547042,0.7,16-0
0.000501439,0.004565875,1583,1185,547043,0.7,16-0
0.010910117,0.12841428,2648,1499,548480,0.7,16-0
0.005646688,0.049567528,1395,1188,552396,0.7,16-0
0.003990839,0.035032225,1643,1276,552398,0.7,16-0
0.001216473,0.011213031,2374,1482,563193,0.7,16-0
0.000390198,0.003781462,1343,1132,565653,0.7,16-0
0.000647436,0.006042918,1426,1211,566550,0.7,16-0
0.000704954,0.006323821,1541,1142,566552,0.7,16-0
0.000546313,0.005904242,2016,1451,568703,0.7,16-0
0.000154412,0.006782375,1001,919,568816,0.7,16-0
0.000905919,0.01409338,1789,1318,580050,0.7,16-0
0.004811807,0.036489164,1180,1040,585394,0.7,16-0
0.000128115,0.008231501,964,902,592028,0.7,16-0
0.005644205,0.049545725,2063,1416,622312,0.7,16-0
0.000653622,0.006415041,1019,945,626939,0.7,16-0
0.000218031,0.002940751,1320,1155,641112,0.7,16-0
0.009622645,0.072971363,1704,1331,649757,0.7,16-0
0.000712932,0.007371001,958,908,657308,0.7,16-0
0.019638667,0.172391318,2519,1477,657313,0.7,16-0
0.003400675,0.029851684,1635,1300,657314,0.7,16-0
0.00349086,0.030643336,1872,1242,657319,0.7,16-0
0.066089488,0.580143934,1078,935,657321,0.7,16-0
0.035306812,0.278294589,1972,1467,657322,0.7,16-0
0.004176567,0.049181717,1180,1044,665943,0.7,16-0
0.021528984,0.188984818,2576,1521,665951,0.7,16-0
0.001002688,0.009956262,2196,1472,665953,0.7,16-0
0.05637455,0.832843802,1147,1007,679935,0.7,16-0
0.002182948,0.033186253,2225,1361,717959,0.7,16-0
0.006019641,0.045647996,994,892,717960,0.7,16-0
0.004936912,0.037439018,1783,1393,717962,0.7,16-0
0.000116009,0.006034309,2185,1494,742725,0.7,16-0
0.000791643,0.016752334,2235,1371,742726,0.7,16-0
0.00044282,0.005858952,2035,1524,742733,0.7,16-0
0.000337276,0.00339577,1253,1098,742742,0.7,16-0
0.000995235,0.016236437,1120,1021,742743,0.7,16-0
0.09995783,0.877445572,1432,1190,748224,0.7,16-0
0.00033656,0.008336465,1930,1356,762982,0.7,16-0
0.00012054,0.00686524,2421,1526,763034,0.7,16-0
0.000329257,0.010153094,1150,1028,883156,0.7,16-0
0.000527064,0.004753316,1183,1017,888048,0.7,16-0
0.000223072,0.002961579,1339,1164,903814,0.7,16-0
0.000202345,0.003513792,860,859,904,0.7,16-0
0.00024021,0.003115795,1160,1001,904306,0.7,16-0
0.00020342,0.008193235,1268,1128,997884,0.7,16-0
0.000872993,0.008526401,1362,1147,999410,0.7,16-0
0.000751561,0.006719267,1286,1103,999413,0.7,16-0
0.000705242,0.009263434,878,817,1002367,0.7,16-6
0.005363402,0.025265371,1227,1088,1077285,0.7,16-6
0.003282428,0.015525095,1128,1001,1121100,0.7,16-6
0.00021649,0.004417049,1251,1091,1121101,0.7,16-6
0.002938778,0.013622211,1249,1132,1121115,0.7,16-6
0.001909559,0.009527565,1221,1094,1121130,0.7,16-6
0.000330312,0.00395205,1042,964,1122975,0.7,16-6
0.000295806,0.004066716,945,902,1122981,0.7,16-6
0.000429677,0.001991325,1030,937,1122992,0.7,16-6
0.000245551,0.001137997,1123,979,1123263,0.7,16-6
0.065044778,0.301447732,1032,926,1160721,0.7,16-6
0.000205921,0.003399792,1212,1081,1203465,0.7,16-6
0.00024176,0.002039065,1915,1442,1203606,0.7,16-6
0.00017185,0.004989998,1308,1146,1203610,0.7,16-6
0.019813886,0.091826755,1101,996,1203611,0.7,16-6
0.000245392,0.005901881,1345,1182,1235789,0.7,16-6
0.000201334,0.000933077,1012,919,1235811,0.7,16-6
0.001642742,0.008209698,1129,1030,1256908,0.7,16-6
0.000461876,0.002140548,2682,1860,1328337,0.7,16-6
0.000114964,0.006538827,942,904,1384484,0.7,16-6
0.000238414,0.002093372,1147,1069,1408437,0.7,16-6
0.000538211,0.006484553,1117,1009,1410647,0.7,16-6
0.00026793,0.003647969,1215,1045,1410665,0.7,16-6
0.004843729,0.023746875,1064,980,1437612,0.7,16-6
0.00028864,0.002708614,1404,1140,213810,0.7,16-6
0.003238218,0.015959016,2524,1549,226186,0.7,16-6
0.00174828,0.008693115,954,851,264199,0.7,16-6
0.000497209,0.004829797,1817,1379,272620,0.7,16-6
0.000441304,0.00204521,1483,1133,272621,0.7,16-6
0.000105223,0.001292591,1190,1005,347253,0.7,16-6
0.001459488,0.006763946,2424,1670,364106,0.7,16-6
0.003818436,0.018886931,1129,991,367928,0.7,16-6
0.000778869,0.004108252,1225,1088,411459,0.7,16-6
0.00412189,0.019102753,2519,1477,411460,0.7,16-6
0.001275814,0.006383293,2072,1483,411461,0.7,16-6
0.00448867,0.020802585,1536,1227,411462,0.7,16-6
0.001375174,0.006381117,1389,1167,411463,0.7,16-6
0.001347583,0.006770691,1638,1310,411467,0.7,16-6
0.000185012,0.002753596,2049,1394,411468,0.7,16-6
0.001387125,0.00642858,1894,1451,411469,0.7,16-6
0.000378352,0.003035465,2225,1454,411470,0.7,16-6
0.001905735,0.00938952,1731,1301,411471,0.7,16-6
0.00053423,0.002937889,1142,1037,411473,0.7,16-6
0.000163181,0.002347257,1688,1287,411474,0.7,16-6
0.001767138,0.008638416,1207,1105,411475,0.7,16-6
0.00924333,0.042837889,2673,1550,411476,0.7,16-6
0.032748525,0.151771887,2474,1514,411477,0.7,16-6
0.01849855,0.085730877,2418,1500,411479,0.7,16-6
0.00228861,0.010606482,2126,1547,411484,0.7,16-6
0.067464228,0.312660587,2381,1461,411901,0.7,16-6
0.000141378,0.001258232,1932,1450,411902,0.7,16-6
0.005786525,0.026817447,920,850,411903,0.7,16-6
0.000404687,0.003699237,1931,1313,428125,0.7,16-6
0.000177741,0.002225699,1553,1136,428127,0.7,16-6
0.034010883,0.15762224,2474,1519,435590,0.7,16-6
0.002197938,0.012160225,2519,1570,435591,0.7,16-6
0.092696251,0.429597511,858,804,445970,0.7,16-6
0.002094058,0.009711693,1090,1001,445972,0.7,16-6
0.023756639,0.110099305,2334,1449,449673,0.7,16-6
0.153058819,0.709345707,2813,1621,457393,0.7,16-6
0.003918812,0.018161595,2030,1436,457412,0.7,16-6
0.005319089,0.024651132,2500,1533,457424,0.7,16-6
0.000312162,0.001446702,1966,1392,469596,0.7,16-6
0.002592771,0.012326393,2250,1391,470145,0.7,16-6
0.004004099,0.018556856,1599,1280,470146,0.7,16-6
0.000646094,0.003894589,2372,1466,471870,0.7,16-6
0.002871202,0.013306891,2046,1331,471875,0.7,16-6
0.000276263,0.003189197,1637,1290,476272,0.7,16-6
0.000489795,0.004833624,1046,961,479437,0.7,16-6
