abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
0.0016638921955602,1.6553882824746744e-09,1225,1088,411459,0.7,22-0
0.0006098499280281,0.0036733841417152,2519,1477,411460,0.7,22-0
0.0028110415908149,9.482428169359991e-10,2072,1483,411461,0.7,22-0
0.011893023959577,0.0376381406460128,1536,1227,411462,0.7,22-0
0.0024699664440411,0.0036130831284791,1389,1167,411463,0.7,22-0
0.0008792232960397,0.0039781414205808,1638,1310,411467,0.7,22-0
0.0001883719016236,0.0021396875221562,2049,1394,411468,0.7,22-0
0.0019765616056999,0.001714175259399,1894,1451,411469,0.7,22-0
0.0003438326498656,0.0030658414594154,2225,1454,411470,0.7,22-0
0.0031116892534997,0.0102245855339572,1731,1301,411471,0.7,22-0
0.000815792233577,1.7470764447652192e-09,1142,1037,411473,0.7,22-0
0.013142105111645,0.0415911378153405,1688,1287,411474,0.7,22-0
0.000791915401701,3.8679901002351935e-09,1207,1105,411475,0.7,22-0
0.0002290015515709,0.004566227988274,2673,1550,411476,0.7,22-0
0.0024281530008949,0.0111966403048363,2474,1514,411477,0.7,22-0
0.00020937715371,0.0035756446458038,2418,1500,411479,0.7,22-0
0.1659035535920048,5.989181368862522e-10,1972,1467,411483,0.7,22-0
0.0018947615251902,0.0079972121823834,2126,1547,411484,0.7,22-0
0.0559344793705036,2.6618715071682555e-09,1972,1467,411485,0.7,22-0
0.0087517064969354,0.0077482343306265,2126,1547,411486,0.7,22-0
0.0008988370205328,0.0025003849403205,1894,1451,411487,0.7,22-0
0.0029958855732435,0.0068683006886475,2126,1547,411489,0.7,22-0
0.0001788142104374,0.0038669676205138,1617,1328,411490,0.7,22-0
0.0003265269438908,0.0029546012288714,2381,1461,411901,0.7,22-0
0.0002802368652834,0.0011891816902082,1932,1450,411902,0.7,22-0
0.0116652420475539,0.0164518564659641,920,850,411903,0.7,22-0
0.0007759198799323,6.779337634466245e-11,1931,1313,428125,0.7,22-0
0.0005759053121942,0.0033379215186127,1553,1136,428127,0.7,22-0
0.000209001830948,0.0041463600727044,1872,1242,428128,0.7,22-0
0.0023841621634226,0.1205720381869161,2474,1519,435590,0.7,22-0
0.0076503233652063,0.3869899616979713,858,804,445970,0.7,22-0
0.0009423643380778,0.0050404958411069,1090,1001,445972,0.7,22-0
0.0002209952920862,0.0013852849975678,1381,1161,445973,0.7,22-0
0.0001397934843347,0.002999149874595,2334,1449,449673,0.7,22-0
0.0007390345936739,0.0033878255209898,2813,1621,457387,0.7,22-0
0.0001730772256483,0.0028937208750626,2813,1621,457388,0.7,22-0
0.0002209221915691,0.0030542116102173,2813,1621,457390,0.7,22-0
0.0001950138882568,0.0030185172419564,2813,1621,457391,0.7,22-0
0.0003693685181819,0.0028170928223098,2813,1621,457393,0.7,22-0
0.0013863593984949,0.0054320492895286,2813,1621,457394,0.7,22-0
0.0002048776518846,0.0030580455582018,2813,1621,457395,0.7,22-0
0.0030285543893152,0.009927767523148,2030,1436,457412,0.7,22-0
0.0002005318326191,0.0032899334816177,1867,1399,457421,0.7,22-0
0.000749750148127,0.0035049679256498,2813,1621,469585,0.7,22-0
0.0002664518167811,0.0027699749907914,2813,1621,469588,0.7,22-0
0.0003427515838304,0.0026704138749992,2813,1621,469590,0.7,22-0
0.0001567965829717,0.0027886946897334,2813,1621,469591,0.7,22-0
0.0001819146798037,0.0029257025284501,2813,1621,469592,0.7,22-0
0.0013976955256234,0.0054601578483804,2813,1621,469593,0.7,22-0
0.0004251051530775,0.0037700742868844,1966,1392,469596,0.7,22-0
0.0067037146222844,0.0094544593470187,1599,1280,470146,0.7,22-0
0.0008328865046847,0.0035373456983992,2046,1331,471875,0.7,22-0
0.0001912500795267,0.0031507728895363,1637,1290,476272,0.7,22-0
0.0003282055399369,0.0010390033206887,1996,1375,478749,0.7,22-0
0.0001176225820395,0.0024969039050388,2272,1407,483215,0.7,22-0
0.0001844227123376,0.0027510516495226,2345,1467,483217,0.7,22-0
0.0014192911925787,0.0067856052546198,950,896,483218,0.7,22-0
0.0007222433781995,0.028327624478773,2331,1424,484020,0.7,22-0
0.0011112395075447,0.0021063201359042,2135,1307,500632,0.7,22-0
0.0012640939291481,0.0020296915831059,1282,1097,511680,0.7,22-0
0.0246074428829246,7.389537799418112e-10,1952,1434,515619,0.7,22-0
0.0007782668368363,2.0695657198351726e-09,1211,1077,515620,0.7,22-0
0.0001116023339748,0.001987966009052,1604,1184,518635,0.7,22-0
0.0006426032252418,0.0040620775092504,1960,1462,518636,0.7,22-0
0.001307253512057,0.0048860866903126,1585,1192,518637,0.7,22-0
0.000547040611194,0.0070237413676786,1844,1401,525259,0.7,22-0
0.0001465676318713,0.0019116988682919,1663,1233,525362,0.7,22-0
0.0087766352881355,0.0277756299407099,2095,1422,536231,0.7,22-0
0.0003909680198008,0.0017691164820984,2055,1297,537007,0.7,22-0
0.0354139026913806,0.1120752332098208,1634,1216,537011,0.7,22-0
0.0006353174687544,0.0041320566774925,1401,1138,537013,0.7,22-0
0.0007270293950004,0.0253356004615008,2648,1499,537937,0.7,22-0
0.0004698699190518,0.0025892466385368,1744,1218,545696,0.7,22-0
0.0001107726049654,0.0016945363171757,2249,1382,547042,0.7,22-0
0.0006417450001426,0.0018568634487133,1583,1185,547043,0.7,22-0
0.0008636227080998,0.0277286845478629,2648,1499,548480,0.7,22-0
0.0010439134219437,0.0053625604154438,1395,1188,552396,0.7,22-0
0.0020171773345839,0.0071511525604338,1643,1276,552398,0.7,22-0
0.0002710575998304,0.0026792175351885,2813,1621,556258,0.7,22-0
0.0001076963222306,0.0024272935308773,2813,1621,556259,0.7,22-0
0.0002199586807007,0.0027332488586704,2374,1482,563193,0.7,22-0
0.0007896401679571,0.0261403139750788,2648,1499,565040,0.7,22-0
0.0006402373596614,0.0242204173757282,2648,1499,565042,0.7,22-0
0.0005245576271586,0.0007750362716652,1426,1211,566550,0.7,22-0
0.0020871997245479,0.0034824457160399,1541,1142,566552,0.7,22-0
0.0140742988290696,2.847169248671323e-10,1180,1040,585394,0.7,22-0
0.0003054876168471,0.0029441619604038,2813,1621,585543,0.7,22-0
0.0005173661475629,0.0030035197521807,2813,1621,585544,0.7,22-0
0.0641806882400687,0.5994012388829432,964,902,592028,0.7,22-0
0.0065448921650818,0.0207127786417354,2063,1416,622312,0.7,22-0
0.0002622024153035,0.002066930184462,1019,945,626939,0.7,22-0
0.0007120162136012,0.0062013497429921,1844,1401,645463,0.7,22-0
0.0020122991097894,2.556527453801378e-09,1704,1331,649757,0.7,22-0
0.0001832406824557,0.0022151190219639,958,908,657308,0.7,22-0
0.000538875804658,0.0037872976697447,2322,1422,657309,0.7,22-0
0.0046221810408258,0.0146279493764477,2519,1477,657313,0.7,22-0
0.001509533502357,0.0072025785840211,1635,1300,657314,0.7,22-0
0.0246864906993132,5.777769749895711e-09,1952,1434,657317,0.7,22-0
0.0007449339465607,0.0038231602963072,1872,1242,657319,0.7,22-0
0.0111440112439435,0.0352677227525987,1078,935,657321,0.7,22-0
0.0502276708771969,5.137144459553234e-10,1972,1467,657322,0.7,22-0
0.0031022972437163,0.0101252430866279,2030,1436,657323,0.7,22-0
0.0015465267715935,0.0060944565134684,2576,1521,658089,0.7,22-0
0.0003384934493763,0.0047110202680514,1395,1188,658659,0.7,22-0
0.000996786057347,0.0050312173403809,2576,1521,665951,0.7,22-0
0.0002791924826519,0.0155764563402698,1147,1007,679935,0.7,22-0
0.0004878565504571,0.0040138477946457,2673,1550,702443,0.7,22-0
0.0002746446209365,0.0044717234860376,2673,1550,702444,0.7,22-0
0.0002927991973464,0.0039875266350225,2322,1422,702447,0.7,22-0
0.0007762273311924,0.0303617117026014,2331,1424,702459,0.7,22-0
0.0007051470300912,0.035725685022237,1136,1034,709991,0.7,22-0
0.0016913531844717,0.0855392722693756,2225,1361,717959,0.7,22-0
0.0014993462855509,3.236664528510725e-09,994,892,717960,0.7,22-0
0.0017527795121216,1.0435941935855616e-09,1783,1393,717962,0.7,22-0
0.052443275243197,3.824823999655468e-10,1972,1467,718252,0.7,22-0
0.0003115595238682,0.0164508560365047,2185,1494,742725,0.7,22-0
0.0006438390279756,0.0326856262920397,2235,1371,742726,0.7,22-0
0.0002974125338538,0.0017370794228286,2035,1524,742733,0.7,22-0
0.0009161278483225,0.0055254214954678,2015,1556,742740,0.7,22-0
0.0004211092973221,0.0065802022658804,2015,1556,742741,0.7,22-0
0.3050336443339464,0.9653473415690198,1432,1190,748224,0.7,22-0
0.0002722981147419,0.0137783109943164,2648,1499,759350,0.7,22-0
0.0005267128139633,0.0271344079773966,1946,1378,762968,0.7,22-0
0.0002405453561318,0.0135957184117072,1930,1356,762982,0.7,22-0
0.0003369839058014,0.0177037818810824,2412,1512,762984,0.7,22-0
0.00047993298646,0.0030096151229561,2813,1621,818,0.7,22-0
0.0001435984437664,0.0102777646250198,1284,1097,862965,0.7,22-0
0.0007622897191912,0.0299833334548891,2331,1424,883062,0.7,22-0
0.0002028154402993,0.0010954733543417,1183,1017,888048,0.7,22-0
0.0005781008098002,0.022990127130109,2648,1499,890402,0.7,22-0
0.0001304379046614,0.0012120041055543,1160,1001,904306,0.7,22-0
0.000190523973506,0.011396832488954,1268,1128,997884,0.7,22-0
0.0006138687673882,0.0008081545656658,1362,1147,999410,0.7,22-0
0.0001674243696756,0.0029304327438508,1426,1211,999412,0.7,22-0
0.00036813771911,0.0008385691572772,1286,1103,999413,0.7,22-0
0.0002021326763121,0.0002914768803104,1151,1012,999415,0.7,22-0
0.0001310573016268,0.0127483941756166,878,817,1002367,0.7,16-0
0.0003825705157318,2.417004899960722e-11,2126,1547,1042156,0.7,16-0
0.0001295930165817,0.0063105897282141,1789,1318,1042403,0.7,16-0
0.0001525285762578,0.01031755421541,1128,1001,1121100,0.7,16-0
0.0001289105558967,0.0149055963769617,1131,1023,1121111,0.7,16-0
0.0003508964227174,1.3022752213693734e-11,1235,1092,1121114,0.7,16-0
0.0328837233267292,4.1539124811955313e-13,1249,1132,1121115,0.7,16-0
0.0007115363447143,3.930461574423824e-12,1215,1065,1121333,0.7,16-0
0.0002054365776153,1.7417360926063787e-11,1167,1042,1121334,0.7,16-0
0.0005479037946721,4.311875919762763e-12,1132,1044,1121344,0.7,16-0
0.0001547779171968,1.3358128868606758e-11,1175,1033,1122950,0.7,16-0
0.0002455941556354,1.2289841310108305e-11,1275,1155,1123075,0.7,16-0
0.0001410549977743,1.5923210426803405e-11,1123,979,1123263,0.7,16-0
0.0002302398348905,1.2483151115167151e-11,1081,1001,1123313,0.7,16-0
0.0002645463568703,0.0155568839450361,1137,1029,1150460,0.7,16-0
0.0447023793955005,1.1006655854621225e-12,1032,926,1160721,0.7,16-0
0.0006419109694048,3.169196565166212e-12,1915,1442,1203606,0.7,16-0
0.0018516583325273,0.0916283435985046,1101,996,1203611,0.7,16-0
0.0001627769652263,3.2940408689912136e-11,1177,1064,1211844,0.7,16-0
0.000111388807231,0.0091774655210202,1194,1049,1254439,0.7,16-0
0.0127150677605518,1.0455685075032625e-12,1129,1030,1256908,0.7,16-0
0.0012104466652749,5.4976908014529485e-11,2648,1499,1322347,0.7,16-0
0.0026300354890495,0.1301340120523782,942,904,1384484,0.7,16-0
0.00070326302551,3.1140683252307904e-12,1147,1069,1408437,0.7,16-0
0.0002915047469548,0.0163924570011664,1163,1041,1410645,0.7,16-0
0.0022812867884905,0.1128851166573836,1117,1009,1410647,0.7,16-0
0.0224996393174854,1.1131279888652992,1064,980,1437612,0.7,16-0
0.0001983457857649,3.841273264470881e-11,1960,1345,1547,0.7,16-0
0.0012515959049995,4.995008037543334e-11,2648,1499,205913,0.7,16-0
0.0012110000896756,5.6065840250977386e-11,2648,1499,206672,0.7,16-0
0.000154733664595,2.3448209443932542e-11,1589,1316,207244,0.7,16-0
0.0003790449176826,1.353313140190162e-11,1404,1140,213810,0.7,16-0
0.0053954730657645,3.708575555071438e-12,954,851,264199,0.7,16-0
0.0006964554961481,9.592435884396562e-12,1483,1133,272621,0.7,16-0
0.0006897218875894,4.385870988879844e-12,1190,1005,347253,0.7,16-0
0.1680837803912419,0.8504949437251971,2274,1386,349741,0.7,16-0
0.0001056926907893,0.0093749488586034,1164,1072,352165,0.7,16-0
0.0181402161538706,0.8974741511736606,1129,991,367928,0.7,16-0
0.0002092649757532,0.0072076610167135,2648,1499,391904,0.7,16-0
0.0029021002311957,2.340354000596974e-12,1225,1088,411459,0.7,16-0
0.0044387380399062,8.93457678438069e-13,2519,1477,411460,0.7,16-0
0.0066434267399842,1.4415647810757764e-12,2072,1483,411461,0.7,16-0
0.0186785900567818,7.331903874523248e-13,1536,1227,411462,0.7,16-0
0.0031403449420867,6.888855808344903e-12,1389,1167,411463,0.7,16-0
0.0045600811134065,2.5781000187957493e-12,1638,1310,411467,0.7,16-0
0.003127982812385,3.5694604549538404e-12,2049,1394,411468,0.7,16-0
0.0139673158960878,2.1402646750632158e-12,1894,1451,411469,0.7,16-0
0.0013381701399214,5.545137663683392e-12,2225,1454,411470,0.7,16-0
0.0040435488091728,1.7112614790661058e-12,1731,1301,411471,0.7,16-0
0.0012881842951847,3.509429557167629e-12,2015,1556,411472,0.7,16-0
0.0008925142268915,3.3966759211320628e-12,1142,1037,411473,0.7,16-0
0.0012054025473488,5.376663947150449e-12,1688,1287,411474,0.7,16-0
0.0037139898834044,9.083752418815916e-13,1207,1105,411475,0.7,16-0
0.0005726954510532,4.866005716603247e-12,2418,1500,411479,0.7,16-0
0.0071428745912051,2.2711099231032696e-12,1972,1467,411483,0.7,16-0
0.0116380598939241,1.067642967796053e-12,2126,1547,411484,0.7,16-0
0.0097434984936506,1.5293194958985624e-12,1972,1467,411485,0.7,16-0
0.0056538814598423,1.7494526625002144e-12,2126,1547,411486,0.7,16-0
0.0022086362117109,3.226942117629953e-12,1894,1451,411487,0.7,16-0
0.0019045098037947,3.8248642261180416e-12,2126,1547,411489,0.7,16-0
0.0003624528499764,9.544529890915062e-12,1617,1328,411490,0.7,16-0
0.0011544841976237,4.362482923817522e-12,1932,1450,411902,0.7,16-0
0.0001781397475257,1.919790423689619e-11,920,850,411903,0.7,16-0
0.0013154096422285,9.248967018926405e-13,1931,1313,428125,0.7,16-0
0.0003184706747754,1.6417364052710214e-11,1980,1313,428126,0.7,16-0
0.0040023307113335,1.6985262936372404e-12,1553,1136,428127,0.7,16-0
0.0008016201324993,6.45027095245026e-12,1872,1242,428128,0.7,16-0
0.0016148070427639,0.0798914173707876,2519,1570,435591,0.7,16-0
0.0001123852643917,0.0057825565859347,1789,1318,442563,0.7,16-0
0.0001724835091585,0.020132401497663,858,804,445970,0.7,16-0
0.0053089102628303,5.289804280495363e-12,1090,1001,445972,0.7,16-0
0.000446298449985,5.4683790554838856e-12,1381,1161,445973,0.7,16-0
0.0007912892585071,5.377144161606763e-12,1807,1134,445975,0.7,16-0
0.0007820903230467,1.3909816246115472e-11,2334,1449,449673,0.7,16-0
0.0002886087848254,2.097927533046368e-11,1660,1266,451640,0.7,16-0
0.0036493916660467,9.866428455773108e-13,2813,1621,457387,0.7,16-0
0.0009627236948937,1.7147338273599169e-12,2813,1621,457388,0.7,16-0
0.0005597344449277,3.26861812610934e-12,2813,1621,457395,0.7,16-0
0.0342822468844571,1.6125903557099985e-13,2030,1436,457412,0.7,16-0
0.000376485836046,7.040648944836612e-12,1867,1399,457421,0.7,16-0
0.0002782244350422,0.0060330488406364,2500,1533,457424,0.7,16-0
0.0021328025899209,1.5216274552144624e-12,2813,1621,469589,0.7,16-0
0.0039880111262274,9.721900036066063e-13,2813,1621,469591,0.7,16-0
0.0013466724619056,1.4593716704945294e-12,2813,1621,469592,0.7,16-0
0.0001179489700667,2.303577247501576e-11,2813,1621,469593,0.7,16-0
0.0011997438521513,2.7370700086197957e-12,1966,1392,469596,0.7,16-0
0.0002156132937652,1.4472788269966256e-11,2250,1391,470145,0.7,16-0
0.0195713166932576,3.958501837114888e-12,1599,1280,470146,0.7,16-0
0.0013186476393212,8.306165724817627e-12,2046,1331,471875,0.7,16-0
0.0010013490161717,3.65732363018869e-12,1637,1290,476272,0.7,16-0
0.0010781367265735,7.655926826690059e-12,1996,1375,478749,0.7,16-0
0.003261695309192,0.1613885053906922,1046,961,479437,0.7,16-0
0.0001949585394662,1.6441825348163826e-11,2196,1472,483216,0.7,16-0
0.0031513304487586,4.160718281952392e-12,950,896,483218,0.7,16-0
0.000278035058263,9.584642070589186e-12,2236,1386,484018,0.7,16-0
0.0027392227226277,2.0809843828484173e-12,2135,1307,500632,0.7,16-0
0.0015797090227587,5.1877359399628026e-12,1282,1097,511680,0.7,16-0
0.0363446049641123,6.204221228224502e-13,1952,1434,515619,0.7,16-0
0.0015210580981449,2.2700968052538934e-12,1211,1077,515620,0.7,16-0
0.0004524289462365,7.575535430242624e-12,1604,1184,518635,0.7,16-0
0.0009149703137784,3.534879014730383e-12,1960,1462,518636,0.7,16-0
0.0006660792360132,3.1366671711222437e-12,1585,1192,518637,0.7,16-0
0.0006289913418366,5.909046442159875e-12,1313,1006,521003,0.7,16-0
0.0010430131196997,6.540814923007266e-12,1844,1401,525259,0.7,16-0
0.000646027401051,1.2307275486488492e-11,1483,1133,525306,0.7,16-0
0.000310926186519,1.4820759072110354e-11,1663,1233,525362,0.7,16-0
0.0094760002334911,4.4371744995960446e-12,2095,1422,536231,0.7,16-0
0.0008218869605667,7.320959168609513e-12,2055,1297,537007,0.7,16-0
0.0014314177549563,4.864988839821913e-12,1401,1138,537013,0.7,16-0
0.0014608587679148,3.3295005226612865e-11,2648,1499,537937,0.7,16-0
0.0002453372976867,3.2493640455626627e-11,2036,1378,543734,0.7,16-0
0.0009703517191441,5.456818154948786e-12,1744,1218,545696,0.7,16-0
0.0004205139113351,7.027560255495031e-12,2249,1382,547042,0.7,16-0
0.0005020641189465,1.497387531784488e-11,1583,1185,547043,0.7,16-0
0.0015496807981663,3.4577836367978866e-11,2648,1499,548480,0.7,16-0
0.0043593037667402,6.932857819166101e-13,1395,1188,552396,0.7,16-0
0.003995815744454,1.3280291369329504e-12,1643,1276,552398,0.7,16-0
0.0001358703609105,0.0070870583082464,1789,1318,552531,0.7,16-0
0.0001150306552571,0.0059433750569429,1789,1318,555970,0.7,16-0
0.0002880615480512,8.300001894271733e-12,1966,1392,556270,0.7,16-0
0.001217990268229,4.759119726681322e-12,2374,1482,563193,0.7,16-0
0.00111626314039,6.242642039674383e-11,2648,1499,565040,0.7,16-0
0.0013290889950446,4.171898840773224e-11,2648,1499,565042,0.7,16-0
0.0003906849779481,5.909706030944134e-12,1343,1132,565653,0.7,16-0
0.0004346875070939,1.039083112327676e-11,1426,1211,566550,0.7,16-0
0.000705833541621,7.686014501767992e-12,1541,1142,566552,0.7,16-0
0.0005309048423167,1.2652684688362532e-11,2016,1451,568703,0.7,16-0
0.0001546045639858,0.0095755364145471,1001,919,568816,0.7,16-0
0.0001437256841903,0.0064995345409819,1789,1318,573236,0.7,16-0
0.0001467905570461,0.0065638015435602,1789,1318,580050,0.7,16-0
0.0048178076453399,2.6235354474319093e-12,1180,1040,585394,0.7,16-0
0.0037172136003099,8.467316720920798e-13,2813,1621,585544,0.7,16-0
0.000128274298935,0.0115588310024722,964,902,592028,0.7,16-0
0.0056512430749978,4.114374734773606e-12,2063,1416,622312,0.7,16-0
0.0006544371981997,6.216308682468785e-12,1019,945,626939,0.7,16-0
0.0001402855957305,5.030912791595779e-11,1320,1155,641112,0.7,16-0
0.0005683140786448,1.5972308121939885e-11,1844,1401,645463,0.7,16-0
0.0096346444027386,6.230212510266696e-12,1704,1331,649757,0.7,16-0
0.0007138209719507,9.087442162135235e-12,958,908,657308,0.7,16-0
0.0152244191368806,3.210665626510096e-13,2519,1477,657313,0.7,16-0
0.0034049156466253,4.597896036624641e-12,1635,1300,657314,0.7,16-0
0.0359934788334075,6.809165557907532e-13,1952,1434,657317,0.7,16-0
0.0026935926060429,2.351927694478413e-12,1872,1242,657319,0.7,16-0
0.0661719027632397,2.2987495055490533e-12,1078,935,657321,0.7,16-0
0.0100187751394771,1.3684847822453444e-12,1972,1467,657322,0.7,16-0
0.0165848960629287,3.020349310154111e-13,2030,1436,657323,0.7,16-0
0.0101348300270534,1.0082551085464945e-12,2576,1521,658089,0.7,16-0
0.0012944262500456,1.6437053165694737e-12,1395,1188,658659,0.7,16-0
0.0040834911975211,6.258051739952579e-12,1180,1044,665943,0.7,16-0
0.0114210010104953,9.104747579287852e-13,2576,1521,665951,0.7,16-0
0.0008089800487358,5.2524657020618895e-12,2196,1472,665953,0.7,16-0
0.0564448504989414,2.793143888704529,1147,1007,679935,0.7,16-0
0.0021856705579415,0.1081567637782424,2225,1361,717959,0.7,16-0
0.0060271473379909,3.784382156480192e-12,994,892,717960,0.7,16-0
0.0049430688940016,9.474056875313741e-13,1783,1393,717962,0.7,16-0
0.0084456923354131,2.317287569509506e-12,1972,1467,718252,0.7,16-0
0.0001161539981901,0.0087853640450726,2185,1494,742725,0.7,16-0
0.0007926303403844,0.0396836514476586,2235,1371,742726,0.7,16-0
0.0001236527165664,0.0067174639392771,1789,1318,742729,0.7,16-0
0.0004433724228381,6.945469277835478e-12,2035,1524,742733,0.7,16-0
0.0012877044954412,4.283319017019244e-12,2015,1556,742740,0.7,16-0
0.0011155608422698,4.437530554163829e-12,2015,1556,742741,0.7,16-0
0.0003376967053988,6.306151351411022e-12,1253,1098,742742,0.7,16-0
0.000996475583147,0.0493032995978977,1120,1021,742743,0.7,16-0
0.1000824795547328,7.403791144940853e-12,1432,1190,748224,0.7,16-0
0.0003904961469658,0.0016785589698333,2648,1499,759350,0.7,16-0
0.0003369798942897,0.0184552250555546,1930,1356,762982,0.7,16-0
0.000120690533814,0.0102489015098188,2421,1526,763034,0.7,16-0
0.0003296675200642,0.0202451149604547,1150,1028,883156,0.7,16-0
0.0005277211456541,3.924413618162864e-12,1183,1017,888048,0.7,16-0
0.0011950263245808,5.337474949013896e-11,2648,1499,890402,0.7,16-0
0.000223350041285,1.0696298684919728e-11,1339,1164,903814,0.7,16-0
0.0002025973184699,3.378122357649619e-11,860,859,904,0.7,16-0
0.0002405097514538,9.147639716135292e-12,1160,1001,904306,0.7,16-0
0.0002036732554188,0.0138703032232114,1268,1128,997884,0.7,16-0
0.0008740812863049,3.954608130235715e-12,1362,1147,999410,0.7,16-0
0.0002135555039115,2.5495979938590388e-11,1426,1211,999412,0.7,16-0
0.0007524981781024,3.4924726737114524e-12,1286,1103,999413,0.7,16-0
0.000149392053362,0.0101492530210356,878,817,1002367,0.7,11-0
0.000319421598525,2.1973921038541212e-10,2126,1547,1042156,0.7,11-0
0.0001426362967505,2.388481361851278e-09,1789,1318,1042403,0.7,11-0
0.0001534702774463,0.0079702957958441,1128,1001,1121100,0.7,11-0
0.0001465352750578,0.0110493650922915,1131,1023,1121111,0.7,11-0
0.000328440920148,1.7000961008940014e-10,1235,1092,1121114,0.7,11-0
0.0196128402537534,5.118878259605686e-12,1249,1132,1121115,0.7,11-0
0.00046777371847,9.556038999485947e-11,1215,1065,1121333,0.7,11-0
0.0002436581474854,2.196751318274143e-10,1167,1042,1121334,0.7,11-0
0.0006675250471449,6.962621872988569e-11,1132,1044,1121344,0.7,11-0
0.0001352921818219,2.3486890199384995e-10,1175,1033,1122950,0.7,11-0
0.000212715422323,2.2115062112498675e-10,1275,1155,1123075,0.7,11-0
0.0001485438328982,1.6518941431298052e-10,1123,979,1123263,0.7,11-0
0.0001929505446241,2.1937929339633583e-10,1081,1001,1123313,0.7,11-0
0.0003350375540449,0.013897089819101,1137,1029,1150460,0.7,11-0
0.0633183012553009,7.215016565364345e-12,1032,926,1160721,0.7,11-0
0.0001110717380982,0.0095207494923134,2074,1383,1203540,0.7,11-0
0.0007069636043016,4.797706710533437e-11,1915,1442,1203606,0.7,11-0
0.0018964243058631,0.0679532653962299,1101,996,1203611,0.7,11-0
0.0090208572355382,2.0410339557716688e-11,1129,1030,1256908,0.7,11-0
0.0021714893974739,1.1763729533577126e-10,2648,1499,1322347,0.7,11-0
0.0034401700794469,0.1220326784219385,942,904,1384484,0.7,11-0
0.0007465204931121,4.923501330295311e-11,1147,1069,1408437,0.7,11-0
0.0002442796146558,0.0112777141939082,1163,1041,1410645,0.7,11-0
0.0026597915491175,0.0938339792425661,1117,1009,1410647,0.7,11-0
0.0243635690015512,0.8511093992744838,1064,980,1437612,0.7,11-0
0.0021242919700097,6.93411527818592e-11,2648,1499,205913,0.7,11-0
0.0022105205705475,1.0540995707754045e-10,2648,1499,206672,0.7,11-0
0.0001597558323364,2.6398748421375164e-10,1589,1316,207244,0.7,11-0
0.0004278141161277,1.777179573140133e-10,1404,1140,213810,0.7,11-0
0.0036450417255072,4.671486007987099e-11,954,851,264199,0.7,11-0
0.0005130401707457,2.0538112726952887e-10,1483,1133,272621,0.7,11-0
0.0005237252743727,9.234666730009419e-11,1190,1005,347253,0.7,11-0
0.2485883040832431,0.5845186782721511,2274,1386,349741,0.7,11-0
0.0001438907991887,0.0080155524178198,1164,1072,352165,0.7,11-0
0.0199054053319967,0.6971580158931395,1129,991,367928,0.7,11-0
0.0003623525701324,5.671295264359991e-10,2648,1499,391904,0.7,11-0
0.0001090700267932,2.5331808189153123e-09,2331,1424,398513,0.7,11-0
0.001993680770668,4.5697217442395085e-11,1225,1088,411459,0.7,11-0
0.0034411134009921,1.1156263464472384e-11,2519,1477,411460,0.7,11-0
