abundance,growth_rate,taxon,sample_id,degree_centrality
0.0006289913418366,5.909046442159875e-12,521003,16-0,30.589887640449437
0.0010430131196997,6.540814923007266e-12,525259,16-0,32.09550561797753
0.000646027401051,1.2307275486488492e-11,525306,16-0,25.719101123595504
0.000310926186519,1.4820759072110354e-11,525362,16-0,20.629213483146067
0.0094760002334911,4.4371744995960446e-12,536231,16-0,25.533707865168537
0.0008218869605667,7.320959168609513e-12,537007,16-0,29.46067415730337
0.0014314177549563,4.864988839821913e-12,537013,16-0,15.46067415730337
0.0014608587679148,3.3295005226612865e-11,537937,16-0,37.73033707865169
0.0002453372976867,3.2493640455626627e-11,543734,16-0,20.90449438202247
0.0009703517191441,5.456818154948786e-12,545696,16-0,21.51123595505618
0.0004205139113351,7.027560255495031e-12,547042,16-0,24.674157303370787
0.0005020641189465,1.497387531784488e-11,547043,16-0,20.4438202247191
0.0015496807981663,3.4577836367978866e-11,548480,16-0,37.758426966292134
0.0043593037667402,6.932857819166101e-13,552396,16-0,29.84831460674157
0.003995815744454,1.3280291369329504e-12,552398,16-0,15.589887640449438
0.0001358703609105,0.0070870583082464,552531,16-0,28.129213483146067
0.0001150306552571,0.0059433750569429,555970,16-0,28.129213483146067
0.0002880615480512,8.300001894271733e-12,556270,16-0,20.241573033707866
0.001217990268229,4.759119726681322e-12,563193,16-0,18.292134831460675
0.00111626314039,6.242642039674383e-11,565040,16-0,36.674157303370784
0.0013290889950446,4.171898840773224e-11,565042,16-0,37.747191011235955
0.0003906849779481,5.909706030944134e-12,565653,16-0,21.769662921348313
0.0004346875070939,1.039083112327676e-11,566550,16-0,25.539325842696627
0.000705833541621,7.686014501767992e-12,566552,16-0,21.073033707865168
0.0005309048423167,1.2652684688362532e-11,568703,16-0,27.06179775280899
0.0001546045639858,0.0095755364145471,568816,16-0,14.039325842696629
0.0001437256841903,0.0064995345409819,573236,16-0,28.129213483146067
0.0001467905570461,0.0065638015435602,580050,16-0,28.129213483146067
0.0048178076453399,2.6235354474319093e-12,585394,16-0,17.4438202247191
0.0037172136003099,8.467316720920798e-13,585544,16-0,45.735955056179776
0.000128274298935,0.0115588310024722,592028,16-0,18.41011235955056
0.0056512430749978,4.114374734773606e-12,622312,16-0,19.47191011235955
0.0006544371981997,6.216308682468785e-12,626939,16-0,19.691011235955056
0.0001402855957305,5.030912791595779e-11,641112,16-0,22.573033707865168
0.0005683140786448,1.5972308121939885e-11,645463,16-0,30.882022471910112
0.0096346444027386,6.230212510266696e-12,649757,16-0,24.707865168539325
0.0007138209719507,9.087442162135235e-12,657308,16-0,15.230337078651685
0.0152244191368806,3.210665626510096e-13,657313,16-0,38.1123595505618
0.0034049156466253,4.597896036624641e-12,657314,16-0,22.679775280898877
0.0359934788334075,6.809165557907532e-13,657317,16-0,31.589887640449437
0.0026935926060429,2.351927694478413e-12,657319,16-0,19.202247191011235
0.0661719027632397,2.2987495055490533e-12,657321,16-0,31.752808988764045
0.0100187751394771,1.3684847822453444e-12,657322,16-0,34.837078651685395
0.0165848960629287,3.020349310154111e-13,657323,16-0,32.646067415730336
0.0101348300270534,1.0082551085464945e-12,658089,16-0,34.80337078651685
0.0012944262500456,1.6437053165694737e-12,658659,16-0,27.05056179775281
0.0040834911975211,6.258051739952579e-12,665943,16-0,26.191011235955056
0.0114210010104953,9.104747579287852e-13,665951,16-0,34.39887640449438
0.0008089800487358,5.2524657020618895e-12,665953,16-0,23.325842696629213
0.0564448504989414,2.793143888704529,679935,16-0,31.94943820224719
0.0021856705579415,0.1081567637782424,717959,16-0,28.544943820224717
0.0060271473379909,3.784382156480192e-12,717960,16-0,18.46629213483146
0.0049430688940016,9.474056875313741e-13,717962,16-0,29.297752808988765
0.0084456923354131,2.317287569509506e-12,718252,16-0,34.93820224719101
0.0001161539981901,0.0087853640450726,742725,16-0,22.3876404494382
0.0007926303403844,0.0396836514476586,742726,16-0,25.06741573033708
0.0001236527165664,0.0067174639392771,742729,16-0,28.129213483146067
0.0004433724228381,6.945469277835478e-12,742733,16-0,26.735955056179776
0.0012877044954412,4.283319017019244e-12,742740,16-0,32.81460674157303
0.0011155608422698,4.437530554163829e-12,742741,16-0,32.70786516853933
0.0003376967053988,6.306151351411022e-12,742742,16-0,23.89325842696629
0.000996475583147,0.0493032995978977,742743,16-0,25.320224719101123
0.1000824795547328,7.403791144940853e-12,748224,16-0,33.359550561797754
0.0003904961469658,0.0016785589698333,759350,16-0,33.80898876404494
0.0003369798942897,0.0184552250555546,762982,16-0,24.820224719101123
0.000120690533814,0.0102489015098188,763034,16-0,24.382022471910112
0.0003296675200642,0.0202451149604547,883156,16-0,21.426966292134832
0.0005277211456541,3.924413618162864e-12,888048,16-0,21.713483146067414
0.0011950263245808,5.337474949013896e-11,890402,16-0,37.758426966292134
0.000223350041285,1.0696298684919728e-11,903814,16-0,24.185393258426966
0.0002025973184699,3.378122357649619e-11,904,16-0,12.162921348314606
0.0002405097514538,9.147639716135292e-12,904306,16-0,20.730337078651687
0.0002036732554188,0.0138703032232114,997884,16-0,19.646067415730336
0.0008740812863049,3.954608130235715e-12,999410,16-0,21.129213483146067
0.0002135555039115,2.5495979938590388e-11,999412,16-0,25.820224719101123
0.0007524981781024,3.4924726737114524e-12,999413,16-0,23.269662921348313
0.000149392053362,0.0101492530210356,1002367,11-0,16.3
0.000319421598525,2.1973921038541212e-10,1042156,11-0,27.922222222222224
0.0001426362967505,2.388481361851278e-09,1042403,11-0,29.355555555555558
0.0001534702774463,0.0079702957958441,1121100,11-0,17.05
0.0001465352750578,0.0110493650922915,1121111,11-0,19.044444444444444
0.000328440920148,1.7000961008940014e-10,1121114,11-0,19.416666666666668
0.0196128402537534,5.118878259605686e-12,1121115,11-0,18.96666666666667
0.00046777371847,9.556038999485947e-11,1121333,11-0,23.38888888888889
0.0002436581474854,2.196751318274143e-10,1121334,11-0,18.5
0.0006675250471449,6.962621872988569e-11,1121344,11-0,19.6
0.0001352921818219,2.3486890199384995e-10,1122950,11-0,24.83888888888889
0.000212715422323,2.2115062112498675e-10,1123075,11-0,18.233333333333334
0.0001485438328982,1.6518941431298052e-10,1123263,11-0,19.32777777777778
0.0001929505446241,2.1937929339633583e-10,1123313,11-0,12.405555555555557
0.0003350375540449,0.013897089819101,1150460,11-0,19.66111111111111
0.0633183012553009,7.215016565364345e-12,1160721,11-0,23.98888888888889
0.0001110717380982,0.0095207494923134,1203540,11-0,24.85
0.0007069636043016,4.797706710533437e-11,1203606,11-0,25.583333333333336
0.0018964243058631,0.0679532653962299,1203611,11-0,21.477777777777778
0.0090208572355382,2.0410339557716688e-11,1256908,11-0,13.55
0.0021714893974739,1.1763729533577126e-10,1322347,11-0,44.105555555555554
0.0034401700794469,0.1220326784219385,1384484,11-0,22.227777777777778
0.0007465204931121,4.923501330295311e-11,1408437,11-0,18.977777777777778
0.0002442796146558,0.0112777141939082,1410645,11-0,22.227777777777778
0.0026597915491175,0.0938339792425661,1410647,11-0,31.944444444444446
0.0243635690015512,0.8511093992744838,1437612,11-0,31.68888888888889
0.0021242919700097,6.93411527818592e-11,205913,11-0,43.983333333333334
0.0022105205705475,1.0540995707754045e-10,206672,11-0,44.02777777777778
0.0001597558323364,2.6398748421375164e-10,207244,11-0,24.75
0.0004278141161277,1.777179573140133e-10,213810,11-0,24.91111111111111
0.0036450417255072,4.671486007987099e-11,264199,11-0,15.755555555555556
0.0005130401707457,2.0538112726952887e-10,272621,11-0,25.63888888888889
0.0005237252743727,9.234666730009419e-11,347253,11-0,21.25
0.2485883040832431,0.5845186782721511,349741,11-0,58.18888888888889
0.0001438907991887,0.0080155524178198,352165,11-0,22.977777777777778
0.0199054053319967,0.6971580158931395,367928,11-0,38.86666666666667
0.0003623525701324,5.671295264359991e-10,391904,11-0,36.28333333333333
0.0001090700267932,2.5331808189153123e-09,398513,11-0,36.672222222222224
0.001993680770668,4.5697217442395085e-11,411459,11-0,18.383333333333333
0.0034411134009921,1.1156263464472384e-11,411460,11-0,35.76111111111111
0.0054696174046889,1.6428535501329828e-11,411461,11-0,28.755555555555556
0.0119246685302819,1.3922858869783984e-11,411462,11-0,24.07777777777778
0.002407049080271,4.3829847786447216e-11,411463,11-0,29.58888888888889
0.0054500054290526,1.4737826550543354e-11,411467,11-0,22.05
0.0029448292184709,1.7888480613415248e-11,411468,11-0,25.07777777777778
0.0070532917508442,1.0728532311496591e-11,411469,11-0,32.19444444444444
0.0011147710440956,9.050417158701695e-11,411470,11-0,27.644444444444446
0.0040553070828217,2.046406998032645e-11,411471,11-0,23.68888888888889
0.0010925874528144,5.870502122041105e-11,411472,11-0,32.80555555555556
0.0008239558337408,5.4289093916001535e-11,411473,11-0,21.805555555555557
0.0008791868826736,7.814977096864339e-11,411474,11-0,21.655555555555555
0.0055801081795351,1.127191066614116e-11,411475,11-0,17.7
0.0001018277349267,3.7242072573158895e-10,411477,11-0,27.477777777777778
0.0005291091393051,1.0956883005846332e-10,411479,11-0,32.800000000000004
0.0065711237387814,1.7799551098204865e-11,411483,11-0,35.18888888888889
0.0051124536049741,2.318160470368908e-11,411484,11-0,31.566666666666666
0.00844103779922,1.4959616681017356e-11,411485,11-0,34.6
0.0052211290794582,1.533781880174473e-11,411486,11-0,30.761111111111113
0.0014493307991195,5.317269423590602e-11,411487,11-0,30.75
0.0013366556412008,6.028062250034208e-11,411489,11-0,28.46666666666667
0.0002467546919032,1.9172918792573628e-10,411490,11-0,24.833333333333336
0.001165614313098,3.9290278211997796e-11,411902,11-0,27.922222222222224
0.0003117556584213,1.2217492481931875e-10,411903,11-0,20.455555555555556
0.0012747726213434,7.23284319004528e-12,428125,11-0,18.744444444444444
0.0001949565449111,3.6860126219039213e-10,428126,11-0,28.822222222222223
0.0036140110034485,2.5514820156180667e-11,428127,11-0,27.85
0.0006621190117165,1.1062183233480526e-10,428128,11-0,18.08888888888889
0.0019339400074637,0.0677334592052109,435591,11-0,26.866666666666667
0.0001540149201842,2.2802942749925454e-09,442563,11-0,29.355555555555558
0.0001800356032358,0.0145381312431702,445970,11-0,15.411111111111111
0.0063110788667844,2.0682745505317907e-11,445972,11-0,19.022222222222222
0.0002203777820968,1.361110547410805e-10,445973,11-0,27.43888888888889
0.0013292120455593,4.802146741021325e-11,445975,11-0,29.344444444444445
0.0007752749204713,9.616804693372968e-11,449673,11-0,24.872222222222224
0.00015718726405,4.5522924258820814e-10,451640,11-0,19.37777777777778
0.0042581917212531,1.544412101809309e-11,457387,11-0,46.40555555555556
0.0011241010373033,3.50641673693766e-11,457388,11-0,42.08888888888889
0.0005386859279261,4.058585272678728e-11,457395,11-0,37.961111111111116
0.019694887013144,2.7797031785693e-12,457412,11-0,30.33888888888889
0.0002909381855803,1.357581801128585e-10,457421,11-0,23.205555555555556
0.0001719987761319,1.3969881451363027e-09,457424,11-0,27.91111111111111
0.0024505948077137,1.8608530648770772e-11,469589,11-0,45.65555555555556
0.0048077877714531,5.986299679353455e-12,469591,11-0,47.94444444444444
0.0015666062999017,2.1137871812721036e-11,469592,11-0,44.016666666666666
0.0001026418055778,1.9774433201743632e-10,469593,11-0,36.422222222222224
0.0009321894632635,5.317325958805489e-11,469596,11-0,21.844444444444445
0.0002041194013852,1.4020570494015495e-10,470145,11-0,18.672222222222224
0.0207099319278301,2.0923576713445427e-11,470146,11-0,25.944444444444446
0.0009153704856879,1.0016693587695101e-10,471875,11-0,19.144444444444446
0.0010510400204773,4.9098468325992136e-11,476272,11-0,25.35
0.0011169193153127,1.0805762946236327e-10,478749,11-0,24.400000000000002
0.0045617346677452,0.1618177825184159,479437,11-0,26.73888888888889
0.000168868683334,1.7820754958406778e-10,483216,11-0,22.2
0.0024747996935185,2.436619691618472e-11,483218,11-0,14.78888888888889
0.0002886705820485,1.2939805544291798e-10,484018,11-0,19.605555555555558
0.0019185665397694,3.4498885475949456e-11,500632,11-0,22.655555555555555
0.0001185336318635,9.916060922433895e-10,502558,11-0,19.594444444444445
0.0011209648794306,1.1675912369768948e-10,511680,11-0,20.605555555555558
0.0334872130123199,1.4283279530163244e-11,515619,11-0,32.922222222222224
0.0009059122709387,5.2377763054817904e-11,515620,11-0,22.555555555555557
0.0005342446611955,7.480796819168298e-11,518635,11-0,25.11111111111111
0.0009349545006177,4.675226412869956e-11,518636,11-0,28.427777777777777
0.000448891674471,5.3516403973612336e-11,518637,11-0,23.35
0.0010816657049824,5.2370879543451e-11,521003,11-0,30.6
0.0008944556256989,1.0248261692854701e-10,525259,11-0,33.144444444444446
0.0004403608361708,2.368112238847885e-10,525306,11-0,25.63888888888889
0.0001788190257913,3.34760944283508e-10,525362,11-0,20.055555555555557
0.0065553636089103,3.2055191306651104e-11,536231,11-0,25.044444444444444
0.0007019260827043,7.923308459726543e-11,537007,11-0,28.727777777777778
0.0013919616943309,4.6794144381133324e-11,537013,11-0,15.894444444444446
0.0025148725356511,1.0046793577067707e-10,537937,11-0,44.333333333333336
0.0002101685655825,3.9685455943165095e-10,543734,11-0,21.400000000000002
0.0010098768600975,8.805280969164929e-11,545696,11-0,22.311111111111114
0.0004089171176886,1.2140093352914762e-10,547042,11-0,24.383333333333333
0.0005919282477786,1.3710935983095403e-10,547043,11-0,22.183333333333334
0.0025359844644378,9.815152083934768e-11,548480,11-0,43.583333333333336
0.0036110060831864,7.85099646751088e-12,552396,11-0,29.261111111111113
0.0049068707706973,2.7265891659330954e-11,552398,11-0,16.894444444444446
0.000141736481917,2.4249612954295404e-09,552531,11-0,28.761111111111113
0.0001465095372158,2.3616591018553723e-09,555970,11-0,28.761111111111113
0.0001485562796911,1.8259196433426395e-10,556270,11-0,20.755555555555556
0.0013626162227844,3.6144773486449085e-11,563193,11-0,19.87777777777778
0.0020296329335513,1.2131875451641379e-10,565040,11-0,43.800000000000004
0.0023623787082412,1.0821953121523676e-10,565042,11-0,44.300000000000004
0.0002389927726771,1.607751174845821e-10,565653,11-0,21.98888888888889
0.0004419220045905,1.5434119081183228e-10,566550,11-0,26.21666666666667
0.0007491127620211,8.008255841623426e-11,566552,11-0,22.97222222222222
0.0004850825463315,2.2384262433555048e-10,568703,11-0,26.21666666666667
0.0001327628265403,0.0071482774255527,568816,11-0,14.227777777777778
0.0001449137713758,2.296687023841977e-09,573236,11-0,28.761111111111113
0.0001442058514528,2.342963027621772e-09,580050,11-0,28.761111111111113
0.0047189904365043,1.8984673906402412e-11,585394,11-0,17.772222222222222
0.0043430443669588,8.093533701137949e-12,585544,11-0,46.272222222222226
0.0001344451475878,0.0095871809050035,592028,11-0,18.32777777777778
0.0049425865061345,1.4680875421911148e-11,622312,11-0,20.572222222222223
0.0005345709248925,9.373921140924743e-11,626939,11-0,19.372222222222224
0.0001959375157931,3.6746340434332226e-10,641112,11-0,22.883333333333333
0.0005406880898547,2.0531987229914736e-10,645463,11-0,33.32222222222222
0.0042046460738236,1.8858673800595383e-11,649757,11-0,24.616666666666667
0.0011346024849038,5.596858622450959e-11,657308,11-0,17.2
0.0108243354478618,4.5167895934482166e-12,657313,11-0,39.01111111111111
0.0025663205695859,4.919965323502901e-11,657314,11-0,23.311111111111114
0.0329073796852381,1.1230592700586428e-11,657317,11-0,33.22222222222222
0.0022331712934864,3.306663117867747e-11,657319,11-0,20.005555555555556
0.0481340948431355,1.9827073286634992e-11,657321,11-0,32.11666666666667
0.0083530176210416,7.491875679388869e-11,657322,11-0,36.28333333333333
0.0114984040589028,4.087786410066348e-12,657323,11-0,31.52777777777778
0.0044940915931843,1.8754815319658303e-11,658089,11-0,35.05555555555556
0.0011210335081045,2.470444678806956e-11,658659,11-0,27.32777777777778
0.0055354605461662,2.9666986677943366e-11,665943,11-0,25.73888888888889
0.0082244464710811,1.1473590281145812e-11,665951,11-0,36.31666666666667
0.0007377951296275,5.4458432115754464e-11,665953,11-0,23.583333333333336
0.0664705670290345,2.3817937321960185,679935,11-0,32.22222222222222
0.0001063140027708,7.518222544719412e-10,697329,11-0,13.694444444444445
0.0023521750717316,0.0842838614053942,717959,11-0,29.555555555555557
0.0054045864600916,1.2318190227817997e-11,717960,11-0,19.233333333333334
0.0035650084173536,1.2742792467732134e-11,717962,11-0,29.61111111111111
0.0074454820698088,1.6980313937194557e-11,718252,11-0,34.6
0.000151140016578,0.0081749032265126,742725,11-0,22.433333333333334
0.0007463782874019,0.0266484530374562,742726,11-0,24.311111111111114
0.0001435055204023,2.368608326674907e-09,742729,11-0,28.761111111111113
0.0004476869956192,1.1493587843166624e-10,742733,11-0,28.36111111111111
0.0012935227468575,4.6006184234372585e-11,742740,11-0,33.81666666666667
0.0010558635820219,6.006963928862863e-11,742741,11-0,33.11666666666667
0.0005718040357439,6.130047589532196e-11,742742,11-0,24.53888888888889
0.0011067042911694,0.03905907599515,742743,11-0,25.32777777777778
0.090581582079992,0.009697208284934,748224,11-0,36.211111111111116
0.0006962510362334,3.445478018008411e-10,759350,11-0,39.766666666666666
0.0003542642374339,0.0141465575660911,762982,11-0,25.53888888888889
0.0001178533907563,0.0078683098532717,763034,11-0,25.18888888888889
0.0003356307528652,0.0139775186167811,883156,11-0,21.044444444444444
0.0005133659787692,7.226790160834036e-11,888048,11-0,20.6
0.0019618920511678,1.2762502465121383e-10,890402,11-0,44.32777777777778
0.0001941718391816,1.8624413579674314e-10,903814,11-0,24.083333333333336
0.0001644118232769,4.605685609240448e-10,904,11-0,12.272222222222222
0.0001865391062843,1.8261765069117228e-10,904306,11-0,21.022222222222222
0.0001617087577554,0.0092888415112163,997884,11-0,19.400000000000002
0.0008458570235868,6.56995351894028e-11,999410,11-0,20.97222222222222
0.0002900171335805,2.4648115813398446e-10,999412,11-0,26.21666666666667
0.0007218665474212,5.814627289340423e-11,999413,11-0,23.08888888888889
0.0002753661966081,0.0122738230317565,1002367,19-0,17.5531914893617
0.0001966179777344,0.0018535141743718,1042156,19-0,24.47340425531915
0.0001408990454031,0.0072019612132092,1077285,19-0,17.654255319148934
0.0008545337510835,0.0096246022570432,1121100,19-0,17.914893617021278
0.0002079394957847,0.0074989463176627,1121101,19-0,19.819148936170212
0.0002291338959814,0.0031483502263593,1121114,19-0,19.28191489361702
0.001708286079238,0.0104715723138364,1121115,19-0,26.361702127659573
0.0002124525992417,0.0027607496577867,1121333,19-0,20.52659574468085
0.0002990643193756,0.0035887213197669,1121334,19-0,21.430851063829788
0.0001755031479197,0.0021388786840723,1121344,19-0,17.6968085106383
0.0001153137384903,0.0054942948748703,1122975,19-0,19.361702127659573
0.0001009262330255,0.0050641494471958,1122981,19-0,14.77659574468085
0.0001256886671469,0.0026666465758919,1123075,19-0,19.6968085106383
0.0010964161050273,0.007085512405419,1123263,19-0,24.877659574468083
0.000286855726514,0.0033972828805758,1123313,19-0,14.292553191489361
0.0003489488247557,0.0069869856279572,1150460,19-0,18.04787234042553
0.0009925478615457,0.006068518051252,1160721,19-0,26.8031914893617
0.0055335163613881,0.0508225081316657,1203465,19-0,23.574468085106382
0.0012316863668848,0.0077054936347404,1203606,19-0,22.361702127659573
0.0002435565153623,0.0085689891275853,1203610,19-0,19.425531914893618
0.0365594032890889,0.3357287913826443,1203611,19-0,26.47340425531915
0.000275640423491,0.0082493619185987,1235789,19-0,19.97872340425532
0.0010748330810654,0.007191311178566,1256908,19-0,16.882978723404253
0.0001100154348012,0.0011976463878376,1336236,19-0,25.01595744680851
0.0002343106296888,0.0105990280753159,1384484,19-0,16.670212765957448
0.0007182846678536,0.0048488215906287,1408437,19-0,20.356382978723403
0.0001475944047489,0.0050059772554274,1410645,19-0,21.79255319148936
0.0001440832339501,0.0074501073770068,1437612,19-0,17.0531914893617
0.000519268922351,0.0042328375520426,213810,19-0,14.49468085106383
0.0004222320502057,0.0086826670974023,226186,19-0,16.05851063829787
0.0001378979729959,0.0039131040731515,246201,19-0,17.898936170212764
0.0013069272233939,0.0091527317313622,264199,19-0,21.24468085106383
0.0026163739031369,0.0226725158506001,272559,19-0,26.159574468085104
0.000338100839853,0.002765726933759,272621,19-0,17.0531914893617
0.0026867544340786,0.0232686753472291,295405,19-0,26.159574468085104
0.0004434979016291,0.0062820189952767,329,19-0,27.095744680851062
0.0011496728589855,0.0072617838429816,349741,19-0,25.29255319148936
0.0001837682717321,0.0022273178819722,354242,19-0,21.50531914893617
0.0017227972549681,0.0100007593440285,411459,19-0,21.74468085106383
0.0012251120784417,0.0084474691855739,411460,19-0,21.106382978723403
0.0047685679510869,0.0268779607357031,411461,19-0,28.28723404255319
0.0054620715150573,0.0340059307557379,411462,19-0,20.351063829787233
0.0022134820308101,0.013538534306284,411463,19-0,19.81382978723404
0.0033137197432383,0.0206306570369429,411467,19-0,19.30851063829787
